PLL_OUTPUT MHz, HSE, PLLM, PLLN, PLLP, DMA_BEATS, actual color clock MHz, error
164.00, 16000000, 6, 123, 2, 12, 3.416667, -0.045503
218.67, 16000000, 6, 164, 2, 16, 3.416667, -0.045503
164.00, 16000000, 8, 164, 2, 12, 3.416667, -0.045503
205.00, 16000000, 8, 205, 2, 15, 3.416667, -0.045503
218.67, 16000000, 9, 246, 2, 16, 3.416667, -0.045503
164.00, 16000000, 10, 205, 2, 12, 3.416667, -0.045503
164.00, 16000000, 12, 246, 2, 12, 3.416667, -0.045503
191.33, 16000000, 12, 287, 2, 14, 3.416667, -0.045503
218.67, 16000000, 12, 328, 2, 16, 3.416667, -0.045503
164.00, 16000000, 14, 287, 2, 12, 3.416667, -0.045503
164.00, 16000000, 16, 328, 2, 12, 3.416667, -0.045503
205.00, 16000000, 16, 410, 2, 15, 3.416667, -0.045503
164.00, 16000000, 18, 369, 2, 12, 3.416667, -0.045503
164.00, 16000000, 20, 410, 2, 12, 3.416667, -0.045503
218.67, 16000000, 15, 410, 2, 16, 3.416667, -0.045503
177.68, 16000000, 19, 422, 2, 13, 3.417004, -0.045408
191.38, 16000000, 13, 311, 2, 14, 3.417582, -0.045247
177.71, 16000000, 14, 311, 2, 13, 3.417582, -0.045247
150.40, 16000000, 5, 94, 2, 11, 3.418182, -0.045079
150.40, 16000000, 10, 188, 2, 11, 3.418182, -0.045079
205.09, 16000000, 11, 282, 2, 15, 3.418182, -0.045079
150.40, 16000000, 15, 282, 2, 11, 3.418182, -0.045079
150.40, 16000000, 20, 376, 2, 11, 3.418182, -0.045079
191.43, 16000000, 14, 335, 2, 14, 3.418367, -0.045027
177.78, 16000000, 9, 200, 2, 13, 3.418803, -0.044906
177.78, 16000000, 18, 400, 2, 13, 3.418803, -0.044906
205.14, 16000000, 14, 359, 2, 15, 3.419048, -0.044837
191.47, 16000000, 15, 359, 2, 14, 3.419048, -0.044837
218.86, 16000000, 14, 383, 2, 16, 3.419643, -0.044671
191.50, 16000000, 16, 383, 2, 14, 3.419643, -0.044671
150.48, 16000000, 21, 395, 2, 11, 3.419913, -0.044595
177.85, 16000000, 13, 289, 2, 13, 3.420118, -0.044538
232.57, 16000000, 14, 407, 2, 17, 3.420168, -0.044524
191.53, 16000000, 17, 407, 2, 14, 3.420168, -0.044524
218.91, 16000000, 11, 301, 2, 16, 3.420455, -0.044444
150.50, 16000000, 16, 301, 2, 11, 3.420455, -0.044444
164.19, 16000000, 21, 431, 2, 12, 3.420635, -0.044394
191.56, 16000000, 18, 431, 2, 14, 3.420635, -0.044394
232.62, 16000000, 13, 378, 2, 17, 3.420814, -0.044344
177.88, 16000000, 17, 378, 2, 13, 3.420814, -0.044344
164.21, 16000000, 19, 390, 2, 12, 3.421053, -0.044277
150.55, 16000000, 11, 207, 2, 11, 3.421488, -0.044156
150.55, 16000000, 22, 414, 2, 11, 3.421488, -0.044156
232.67, 16000000, 12, 349, 2, 17, 3.421569, -0.044133
164.24, 16000000, 17, 349, 2, 12, 3.421569, -0.044133
219.00, 16000000, 8, 219, 2, 16, 3.421875, -0.044047
205.33, 16000000, 3, 77, 2, 15, 3.422222, -0.043950
205.33, 16000000, 6, 154, 2, 15, 3.422222, -0.043950
205.33, 16000000, 12, 308, 2, 15, 3.422222, -0.043950
205.33, 16000000, 9, 231, 2, 15, 3.422222, -0.043950
164.27, 16000000, 15, 308, 2, 12, 3.422222, -0.043950
205.33, 16000000, 15, 385, 2, 15, 3.422222, -0.043950
232.73, 16000000, 11, 320, 2, 17, 3.422460, -0.043884
150.59, 16000000, 17, 320, 2, 11, 3.422460, -0.043884
178.00, 16000000, 4, 89, 2, 13, 3.423077, -0.043712
178.00, 16000000, 8, 178, 2, 13, 3.423077, -0.043712
178.00, 16000000, 12, 267, 2, 13, 3.423077, -0.043712
219.08, 16000000, 13, 356, 2, 16, 3.423077, -0.043712
178.00, 16000000, 16, 356, 2, 13, 3.423077, -0.043712
164.31, 16000000, 13, 267, 2, 12, 3.423077, -0.043712
232.80, 16000000, 10, 291, 2, 17, 3.423529, -0.043585
150.67, 16000000, 6, 113, 2, 11, 3.424242, -0.043386
150.67, 16000000, 12, 226, 2, 11, 3.424242, -0.043386
150.67, 16000000, 18, 339, 2, 11, 3.424242, -0.043386
164.36, 16000000, 11, 226, 2, 12, 3.424242, -0.043386
232.89, 16000000, 9, 262, 2, 17, 3.424837, -0.043220
219.20, 16000000, 5, 137, 2, 16, 3.425000, -0.043174
219.20, 16000000, 10, 274, 2, 16, 3.425000, -0.043174
205.50, 16000000, 16, 411, 2, 15, 3.425000, -0.043174
164.40, 16000000, 20, 411, 2, 12, 3.425000, -0.043174
219.20, 16000000, 15, 411, 2, 16, 3.425000, -0.043174
178.11, 16000000, 19, 423, 2, 13, 3.425101, -0.043146
205.54, 16000000, 13, 334, 2, 15, 3.425641, -0.042995
178.13, 16000000, 15, 334, 2, 13, 3.425641, -0.042995
150.74, 16000000, 19, 358, 2, 11, 3.425837, -0.042941
164.44, 16000000, 9, 185, 2, 12, 3.425926, -0.042916
164.44, 16000000, 18, 370, 2, 12, 3.425926, -0.042916
233.00, 16000000, 8, 233, 2, 17, 3.426471, -0.042764
150.77, 16000000, 13, 245, 2, 11, 3.426573, -0.042735
178.18, 16000000, 11, 245, 2, 13, 3.426573, -0.042735
205.60, 16000000, 10, 257, 2, 15, 3.426667, -0.042709
219.33, 16000000, 12, 329, 2, 16, 3.427083, -0.042592
164.50, 16000000, 16, 329, 2, 12, 3.427083, -0.042592
150.80, 16000000, 20, 377, 2, 11, 3.427273, -0.042540
178.22, 16000000, 18, 401, 2, 13, 3.427350, -0.042518
192.00, 16000000, 3, 72, 2, 14, 3.428571, -0.042177
192.00, 16000000, 4, 96, 2, 14, 3.428571, -0.042177
192.00, 16000000, 5, 120, 2, 14, 3.428571, -0.042177
192.00, 16000000, 6, 144, 2, 14, 3.428571, -0.042177
150.86, 16000000, 7, 132, 2, 11, 3.428571, -0.042177
178.29, 16000000, 7, 156, 2, 13, 3.428571, -0.042177
205.71, 16000000, 7, 180, 2, 15, 3.428571, -0.042177
192.00, 16000000, 8, 192, 2, 14, 3.428571, -0.042177
192.00, 16000000, 9, 216, 2, 14, 3.428571, -0.042177
192.00, 16000000, 10, 240, 2, 14, 3.428571, -0.042177
192.00, 16000000, 11, 264, 2, 14, 3.428571, -0.042177
192.00, 16000000, 12, 288, 2, 14, 3.428571, -0.042177
192.00, 16000000, 13, 312, 2, 14, 3.428571, -0.042177
150.86, 16000000, 14, 264, 2, 11, 3.428571, -0.042177
178.29, 16000000, 14, 312, 2, 13, 3.428571, -0.042177
205.71, 16000000, 14, 360, 2, 15, 3.428571, -0.042177
192.00, 16000000, 15, 360, 2, 14, 3.428571, -0.042177
192.00, 16000000, 16, 384, 2, 14, 3.428571, -0.042177
192.00, 16000000, 17, 408, 2, 14, 3.428571, -0.042177
150.86, 16000000, 21, 396, 2, 11, 3.428571, -0.042177
164.57, 16000000, 7, 144, 2, 12, 3.428571, -0.042177
192.00, 16000000, 7, 168, 2, 14, 3.428571, -0.042177
219.43, 16000000, 7, 192, 2, 16, 3.428571, -0.042177
233.14, 16000000, 7, 204, 2, 17, 3.428571, -0.042177
164.57, 16000000, 14, 288, 2, 12, 3.428571, -0.042177
192.00, 16000000, 14, 336, 2, 14, 3.428571, -0.042177
219.43, 16000000, 14, 384, 2, 16, 3.428571, -0.042177
233.14, 16000000, 14, 408, 2, 17, 3.428571, -0.042177
150.91, 16000000, 22, 415, 2, 11, 3.429752, -0.041847
164.63, 16000000, 19, 391, 2, 12, 3.429825, -0.041827
233.23, 16000000, 13, 379, 2, 17, 3.429864, -0.041816
178.35, 16000000, 17, 379, 2, 13, 3.429864, -0.041816
205.82, 16000000, 11, 283, 2, 15, 3.430303, -0.041693
150.93, 16000000, 15, 283, 2, 11, 3.430303, -0.041693
219.56, 16000000, 9, 247, 2, 16, 3.430556, -0.041622
164.67, 16000000, 12, 247, 2, 12, 3.430556, -0.041622
178.40, 16000000, 10, 223, 2, 13, 3.430769, -0.041563
205.87, 16000000, 15, 386, 2, 15, 3.431111, -0.041467
233.33, 16000000, 6, 175, 2, 17, 3.431373, -0.041394
233.33, 16000000, 12, 350, 2, 17, 3.431373, -0.041394
164.71, 16000000, 17, 350, 2, 12, 3.431373, -0.041394
151.00, 16000000, 8, 151, 2, 11, 3.431818, -0.041270
151.00, 16000000, 16, 302, 2, 11, 3.431818, -0.041270
219.64, 16000000, 11, 302, 2, 16, 3.431818, -0.041270
178.46, 16000000, 13, 290, 2, 13, 3.431953, -0.041232
219.69, 16000000, 13, 357, 2, 16, 3.432692, -0.041026
178.50, 16000000, 16, 357, 2, 13, 3.432692, -0.041026
233.45, 16000000, 11, 321, 2, 17, 3.433155, -0.040896
151.06, 16000000, 17, 321, 2, 11, 3.433155, -0.040896
178.53, 16000000, 19, 424, 2, 13, 3.433198, -0.040884
206.00, 16000000, 4, 103, 2, 15, 3.433333, -0.040846
164.80, 16000000, 5, 103, 2, 12, 3.433333, -0.040846
206.00, 16000000, 8, 206, 2, 15, 3.433333, -0.040846
164.80, 16000000, 10, 206, 2, 12, 3.433333, -0.040846
206.00, 16000000, 12, 309, 2, 15, 3.433333, -0.040846
164.80, 16000000, 15, 309, 2, 12, 3.433333, -0.040846
219.73, 16000000, 15, 412, 2, 16, 3.433333, -0.040846
206.00, 16000000, 16, 412, 2, 15, 3.433333, -0.040846
164.80, 16000000, 20, 412, 2, 12, 3.433333, -0.040846
151.11, 16000000, 9, 170, 2, 11, 3.434343, -0.040564
151.11, 16000000, 18, 340, 2, 11, 3.434343, -0.040564
164.89, 16000000, 18, 371, 2, 12, 3.435185, -0.040329
233.60, 16000000, 5, 146, 2, 17, 3.435294, -0.040299
233.60, 16000000, 10, 292, 2, 17, 3.435294, -0.040299
151.16, 16000000, 19, 359, 2, 11, 3.435407, -0.040267
178.67, 16000000, 3, 67, 2, 13, 3.435897, -0.040130
178.67, 16000000, 6, 134, 2, 13, 3.435897, -0.040130
178.67, 16000000, 9, 201, 2, 13, 3.435897, -0.040130
178.67, 16000000, 12, 268, 2, 13, 3.435897, -0.040130
206.15, 16000000, 13, 335, 2, 15, 3.435897, -0.040130
178.67, 16000000, 18, 402, 2, 13, 3.435897, -0.040130
164.92, 16000000, 13, 268, 2, 12, 3.435897, -0.040130
178.67, 16000000, 15, 335, 2, 13, 3.435897, -0.040130
151.20, 16000000, 10, 189, 2, 11, 3.436364, -0.040000
151.20, 16000000, 20, 378, 2, 11, 3.436364, -0.040000
233.71, 16000000, 14, 409, 2, 17, 3.436975, -0.039829
192.47, 16000000, 17, 409, 2, 14, 3.436975, -0.039829
206.22, 16000000, 9, 232, 2, 15, 3.437037, -0.039812
151.24, 16000000, 21, 397, 2, 11, 3.437229, -0.039758
220.00, 16000000, 2, 55, 2, 16, 3.437500, -0.039682
220.00, 16000000, 4, 110, 2, 16, 3.437500, -0.039682
220.00, 16000000, 6, 165, 2, 16, 3.437500, -0.039682
165.00, 16000000, 8, 165, 2, 12, 3.437500, -0.039682
220.00, 16000000, 8, 220, 2, 16, 3.437500, -0.039682
220.00, 16000000, 10, 275, 2, 16, 3.437500, -0.039682
220.00, 16000000, 12, 330, 2, 16, 3.437500, -0.039682
165.00, 16000000, 16, 330, 2, 12, 3.437500, -0.039682
192.50, 16000000, 16, 385, 2, 14, 3.437500, -0.039682
220.00, 16000000, 14, 385, 2, 16, 3.437500, -0.039682
233.78, 16000000, 9, 263, 2, 17, 3.437908, -0.039568
151.27, 16000000, 11, 208, 2, 11, 3.438017, -0.039538
151.27, 16000000, 22, 416, 2, 11, 3.438017, -0.039538
206.29, 16000000, 14, 361, 2, 15, 3.438095, -0.039516
192.53, 16000000, 15, 361, 2, 14, 3.438095, -0.039516
165.05, 16000000, 19, 392, 2, 12, 3.438596, -0.039376
192.57, 16000000, 14, 337, 2, 14, 3.438776, -0.039326
233.85, 16000000, 13, 380, 2, 17, 3.438914, -0.039287
178.82, 16000000, 17, 380, 2, 13, 3.438914, -0.039287
151.33, 16000000, 12, 227, 2, 11, 3.439394, -0.039153
165.09, 16000000, 11, 227, 2, 12, 3.439394, -0.039153
192.62, 16000000, 13, 313, 2, 14, 3.439560, -0.039107
178.86, 16000000, 14, 313, 2, 13, 3.439560, -0.039107
206.40, 16000000, 5, 129, 2, 15, 3.440000, -0.038984
206.40, 16000000, 10, 258, 2, 15, 3.440000, -0.038984
206.40, 16000000, 15, 387, 2, 15, 3.440000, -0.038984
192.67, 16000000, 12, 289, 2, 14, 3.440476, -0.038851
165.14, 16000000, 14, 289, 2, 12, 3.440476, -0.038851
178.91, 16000000, 11, 246, 2, 13, 3.440559, -0.038828
151.38, 16000000, 13, 246, 2, 11, 3.440559, -0.038828
234.00, 16000000, 4, 117, 2, 17, 3.441176, -0.038655
234.00, 16000000, 8, 234, 2, 17, 3.441176, -0.038655
234.00, 16000000, 12, 351, 2, 17, 3.441176, -0.038655
165.18, 16000000, 17, 351, 2, 12, 3.441176, -0.038655
178.95, 16000000, 19, 425, 2, 13, 3.441296, -0.038622
192.73, 16000000, 11, 265, 2, 14, 3.441558, -0.038549
151.43, 16000000, 14, 265, 2, 11, 3.441558, -0.038549
206.50, 16000000, 16, 413, 2, 15, 3.441667, -0.038518
165.20, 16000000, 20, 413, 2, 12, 3.441667, -0.038518
220.27, 16000000, 15, 413, 2, 16, 3.441667, -0.038518
179.00, 16000000, 8, 179, 2, 13, 3.442308, -0.038339
220.31, 16000000, 13, 358, 2, 16, 3.442308, -0.038339
179.00, 16000000, 16, 358, 2, 13, 3.442308, -0.038339
206.55, 16000000, 11, 284, 2, 15, 3.442424, -0.038307
151.47, 16000000, 15, 284, 2, 11, 3.442424, -0.038307
192.80, 16000000, 10, 241, 2, 14, 3.442857, -0.038186
220.36, 16000000, 11, 303, 2, 16, 3.443182, -0.038095
151.50, 16000000, 16, 303, 2, 11, 3.443182, -0.038095
179.08, 16000000, 13, 291, 2, 13, 3.443787, -0.037926
234.18, 16000000, 11, 322, 2, 17, 3.443850, -0.037908
151.53, 16000000, 17, 322, 2, 11, 3.443850, -0.037908
165.33, 16000000, 3, 62, 2, 12, 3.444444, -0.037742
165.33, 16000000, 6, 124, 2, 12, 3.444444, -0.037742
165.33, 16000000, 12, 248, 2, 12, 3.444444, -0.037742
206.67, 16000000, 6, 155, 2, 15, 3.444444, -0.037742
165.33, 16000000, 9, 186, 2, 12, 3.444444, -0.037742
192.89, 16000000, 9, 217, 2, 14, 3.444444, -0.037742
220.44, 16000000, 9, 248, 2, 16, 3.444444, -0.037742
206.67, 16000000, 12, 310, 2, 15, 3.444444, -0.037742
165.33, 16000000, 15, 310, 2, 12, 3.444444, -0.037742
151.56, 16000000, 18, 341, 2, 11, 3.444444, -0.037742
165.33, 16000000, 18, 372, 2, 12, 3.444444, -0.037742
179.11, 16000000, 18, 403, 2, 13, 3.444444, -0.037742
151.58, 16000000, 19, 360, 2, 11, 3.444976, -0.037594
192.94, 16000000, 17, 410, 2, 14, 3.445378, -0.037482
234.29, 16000000, 7, 205, 2, 17, 3.445378, -0.037482
234.29, 16000000, 14, 410, 2, 17, 3.445378, -0.037482
151.60, 16000000, 20, 379, 2, 11, 3.445455, -0.037460
151.62, 16000000, 21, 398, 2, 11, 3.445887, -0.037339
179.20, 16000000, 5, 112, 2, 13, 3.446154, -0.037265
179.20, 16000000, 10, 224, 2, 13, 3.446154, -0.037265
206.77, 16000000, 13, 336, 2, 15, 3.446154, -0.037265
179.20, 16000000, 15, 336, 2, 13, 3.446154, -0.037265
151.64, 16000000, 22, 417, 2, 11, 3.446281, -0.037229
193.00, 16000000, 8, 193, 2, 14, 3.446429, -0.037188
193.00, 16000000, 16, 386, 2, 14, 3.446429, -0.037188
220.57, 16000000, 7, 193, 2, 16, 3.446429, -0.037188
220.57, 16000000, 14, 386, 2, 16, 3.446429, -0.037188
234.40, 16000000, 10, 293, 2, 17, 3.447059, -0.037012
165.47, 16000000, 19, 393, 2, 12, 3.447368, -0.036926
206.86, 16000000, 7, 181, 2, 15, 3.447619, -0.036856
206.86, 16000000, 14, 362, 2, 15, 3.447619, -0.036856
193.07, 16000000, 15, 362, 2, 14, 3.447619, -0.036856
220.67, 16000000, 12, 331, 2, 16, 3.447917, -0.036772
165.50, 16000000, 16, 331, 2, 12, 3.447917, -0.036772
179.29, 16000000, 17, 381, 2, 13, 3.447964, -0.036759
234.46, 16000000, 13, 381, 2, 17, 3.447964, -0.036759
179.33, 16000000, 12, 269, 2, 13, 3.448718, -0.036549
165.54, 16000000, 13, 269, 2, 12, 3.448718, -0.036549
206.93, 16000000, 15, 388, 2, 15, 3.448889, -0.036501
193.14, 16000000, 7, 169, 2, 14, 3.448980, -0.036475
193.14, 16000000, 14, 338, 2, 14, 3.448980, -0.036475
179.37, 16000000, 19, 426, 2, 13, 3.449393, -0.036360
220.80, 16000000, 5, 138, 2, 16, 3.450000, -0.036190
207.00, 16000000, 8, 207, 2, 15, 3.450000, -0.036190
165.60, 16000000, 10, 207, 2, 12, 3.450000, -0.036190
220.80, 16000000, 10, 276, 2, 16, 3.450000, -0.036190
207.00, 16000000, 16, 414, 2, 15, 3.450000, -0.036190
165.60, 16000000, 20, 414, 2, 12, 3.450000, -0.036190
220.80, 16000000, 15, 414, 2, 16, 3.450000, -0.036190
193.23, 16000000, 13, 314, 2, 14, 3.450549, -0.036037
179.43, 16000000, 7, 157, 2, 13, 3.450549, -0.036037
179.43, 16000000, 14, 314, 2, 13, 3.450549, -0.036037
234.67, 16000000, 3, 88, 2, 17, 3.450980, -0.035916
234.67, 16000000, 6, 176, 2, 17, 3.450980, -0.035916
234.67, 16000000, 9, 264, 2, 17, 3.450980, -0.035916
234.67, 16000000, 12, 352, 2, 17, 3.450980, -0.035916
165.65, 16000000, 17, 352, 2, 12, 3.450980, -0.035916
207.11, 16000000, 9, 233, 2, 15, 3.451852, -0.035673
220.92, 16000000, 13, 359, 2, 16, 3.451923, -0.035653
179.50, 16000000, 16, 359, 2, 13, 3.451923, -0.035653
193.33, 16000000, 6, 145, 2, 14, 3.452381, -0.035525
193.33, 16000000, 12, 290, 2, 14, 3.452381, -0.035525
165.71, 16000000, 7, 145, 2, 12, 3.452381, -0.035525
165.71, 16000000, 14, 290, 2, 12, 3.452381, -0.035525
179.56, 16000000, 9, 202, 2, 13, 3.452991, -0.035355
179.56, 16000000, 18, 404, 2, 13, 3.452991, -0.035355
221.00, 16000000, 8, 221, 2, 16, 3.453125, -0.035317
207.20, 16000000, 10, 259, 2, 15, 3.453333, -0.035259
165.78, 16000000, 18, 373, 2, 12, 3.453704, -0.035156
193.41, 16000000, 17, 411, 2, 14, 3.453782, -0.035134
234.86, 16000000, 14, 411, 2, 17, 3.453782, -0.035134
152.00, 16000000, 3, 57, 2, 11, 3.454545, -0.034921
152.00, 16000000, 4, 76, 2, 11, 3.454545, -0.034921
152.00, 16000000, 5, 95, 2, 11, 3.454545, -0.034921
152.00, 16000000, 6, 114, 2, 11, 3.454545, -0.034921
152.00, 16000000, 7, 133, 2, 11, 3.454545, -0.034921
152.00, 16000000, 8, 152, 2, 11, 3.454545, -0.034921
152.00, 16000000, 9, 171, 2, 11, 3.454545, -0.034921
152.00, 16000000, 10, 190, 2, 11, 3.454545, -0.034921
152.00, 16000000, 11, 209, 2, 11, 3.454545, -0.034921
165.82, 16000000, 11, 228, 2, 12, 3.454545, -0.034921
193.45, 16000000, 11, 266, 2, 14, 3.454545, -0.034921
207.27, 16000000, 11, 285, 2, 15, 3.454545, -0.034921
221.09, 16000000, 11, 304, 2, 16, 3.454545, -0.034921
234.91, 16000000, 11, 323, 2, 17, 3.454545, -0.034921
152.00, 16000000, 12, 228, 2, 11, 3.454545, -0.034921
152.00, 16000000, 13, 247, 2, 11, 3.454545, -0.034921
152.00, 16000000, 14, 266, 2, 11, 3.454545, -0.034921
152.00, 16000000, 15, 285, 2, 11, 3.454545, -0.034921
152.00, 16000000, 16, 304, 2, 11, 3.454545, -0.034921
152.00, 16000000, 17, 323, 2, 11, 3.454545, -0.034921
152.00, 16000000, 18, 342, 2, 11, 3.454545, -0.034921
152.00, 16000000, 19, 361, 2, 11, 3.454545, -0.034921
152.00, 16000000, 20, 380, 2, 11, 3.454545, -0.034921
152.00, 16000000, 21, 399, 2, 11, 3.454545, -0.034921
152.00, 16000000, 22, 418, 2, 11, 3.454545, -0.034921
179.64, 16000000, 11, 247, 2, 13, 3.454545, -0.034921
193.50, 16000000, 16, 387, 2, 14, 3.455357, -0.034694
221.14, 16000000, 14, 387, 2, 16, 3.455357, -0.034694
207.33, 16000000, 12, 311, 2, 15, 3.455556, -0.034638
165.87, 16000000, 15, 311, 2, 12, 3.455556, -0.034638
179.69, 16000000, 13, 292, 2, 13, 3.455621, -0.034620
235.00, 16000000, 8, 235, 2, 17, 3.455882, -0.034547
165.89, 16000000, 19, 394, 2, 12, 3.456140, -0.034475
207.38, 16000000, 13, 337, 2, 15, 3.456410, -0.034400
179.73, 16000000, 15, 337, 2, 13, 3.456410, -0.034400
235.08, 16000000, 13, 382, 2, 17, 3.457014, -0.034231
179.76, 16000000, 17, 382, 2, 13, 3.457014, -0.034231
193.60, 16000000, 5, 121, 2, 14, 3.457143, -0.034195
193.60, 16000000, 10, 242, 2, 14, 3.457143, -0.034195
207.43, 16000000, 14, 363, 2, 15, 3.457143, -0.034195
193.60, 16000000, 15, 363, 2, 14, 3.457143, -0.034195
179.79, 16000000, 19, 427, 2, 13, 3.457490, -0.034098
207.47, 16000000, 15, 389, 2, 15, 3.457778, -0.034018
221.33, 16000000, 3, 83, 2, 16, 3.458333, -0.033862
221.33, 16000000, 6, 166, 2, 16, 3.458333, -0.033862
221.33, 16000000, 12, 332, 2, 16, 3.458333, -0.033862
166.00, 16000000, 4, 83, 2, 12, 3.458333, -0.033862
166.00, 16000000, 8, 166, 2, 12, 3.458333, -0.033862
221.33, 16000000, 9, 249, 2, 16, 3.458333, -0.033862
166.00, 16000000, 12, 249, 2, 12, 3.458333, -0.033862
221.33, 16000000, 15, 415, 2, 16, 3.458333, -0.033862
166.00, 16000000, 16, 332, 2, 12, 3.458333, -0.033862
207.50, 16000000, 16, 415, 2, 15, 3.458333, -0.033862
166.00, 16000000, 20, 415, 2, 12, 3.458333, -0.033862
235.20, 16000000, 5, 147, 2, 17, 3.458824, -0.033725
235.20, 16000000, 10, 294, 2, 17, 3.458824, -0.033725
193.71, 16000000, 14, 339, 2, 14, 3.459184, -0.033625
193.78, 16000000, 9, 218, 2, 14, 3.460317, -0.033308
235.33, 16000000, 12, 353, 2, 17, 3.460784, -0.033178
166.12, 16000000, 17, 353, 2, 12, 3.460784, -0.033178
180.00, 16000000, 4, 90, 2, 13, 3.461538, -0.032967
180.00, 16000000, 6, 135, 2, 13, 3.461538, -0.032967
180.00, 16000000, 8, 180, 2, 13, 3.461538, -0.032967
180.00, 16000000, 10, 225, 2, 13, 3.461538, -0.032967
180.00, 16000000, 12, 270, 2, 13, 3.461538, -0.032967
166.15, 16000000, 13, 270, 2, 12, 3.461538, -0.032967
193.85, 16000000, 13, 315, 2, 14, 3.461538, -0.032967
221.54, 16000000, 13, 360, 2, 16, 3.461538, -0.032967
180.00, 16000000, 16, 360, 2, 13, 3.461538, -0.032967, NO
180.00, 16000000, 18, 405, 2, 13, 3.461538, -0.032967
180.00, 16000000, 14, 315, 2, 13, 3.461538, -0.032967
193.88, 16000000, 17, 412, 2, 14, 3.462185, -0.032786
235.43, 16000000, 7, 206, 2, 17, 3.462185, -0.032786
235.43, 16000000, 14, 412, 2, 17, 3.462185, -0.032786
221.60, 16000000, 10, 277, 2, 16, 3.462500, -0.032698
152.36, 16000000, 22, 419, 2, 11, 3.462810, -0.032612
166.22, 16000000, 9, 187, 2, 12, 3.462963, -0.032569
166.22, 16000000, 18, 374, 2, 12, 3.462963, -0.032569
152.38, 16000000, 21, 400, 2, 11, 3.463203, -0.032502
152.40, 16000000, 20, 381, 2, 11, 3.463636, -0.032381
235.56, 16000000, 9, 265, 2, 17, 3.464052, -0.032265
152.42, 16000000, 19, 362, 2, 11, 3.464115, -0.032247
194.00, 16000000, 4, 97, 2, 14, 3.464286, -0.032199
194.00, 16000000, 8, 194, 2, 14, 3.464286, -0.032199
194.00, 16000000, 12, 291, 2, 14, 3.464286, -0.032199
194.00, 16000000, 16, 388, 2, 14, 3.464286, -0.032199
221.71, 16000000, 7, 194, 2, 16, 3.464286, -0.032199
166.29, 16000000, 14, 291, 2, 12, 3.464286, -0.032199
221.71, 16000000, 14, 388, 2, 16, 3.464286, -0.032199
152.44, 16000000, 18, 343, 2, 11, 3.464646, -0.032099
166.32, 16000000, 19, 395, 2, 12, 3.464912, -0.032024
235.64, 16000000, 11, 324, 2, 17, 3.465241, -0.031933
152.47, 16000000, 17, 324, 2, 11, 3.465241, -0.031933
180.21, 16000000, 19, 428, 2, 13, 3.465587, -0.031836
221.82, 16000000, 11, 305, 2, 16, 3.465909, -0.031746
152.50, 16000000, 16, 305, 2, 11, 3.465909, -0.031746
235.69, 16000000, 13, 383, 2, 17, 3.466063, -0.031703
180.24, 16000000, 17, 383, 2, 13, 3.466063, -0.031703
208.00, 16000000, 2, 52, 2, 15, 3.466667, -0.031534
208.00, 16000000, 3, 78, 2, 15, 3.466667, -0.031534
208.00, 16000000, 4, 104, 2, 15, 3.466667, -0.031534
166.40, 16000000, 5, 104, 2, 12, 3.466667, -0.031534
208.00, 16000000, 5, 130, 2, 15, 3.466667, -0.031534
208.00, 16000000, 6, 156, 2, 15, 3.466667, -0.031534
208.00, 16000000, 8, 208, 2, 15, 3.466667, -0.031534
208.00, 16000000, 9, 234, 2, 15, 3.466667, -0.031534
166.40, 16000000, 10, 208, 2, 12, 3.466667, -0.031534
208.00, 16000000, 10, 260, 2, 15, 3.466667, -0.031534
208.00, 16000000, 11, 286, 2, 15, 3.466667, -0.031534
208.00, 16000000, 12, 312, 2, 15, 3.466667, -0.031534
208.00, 16000000, 13, 338, 2, 15, 3.466667, -0.031534
166.40, 16000000, 15, 312, 2, 12, 3.466667, -0.031534
208.00, 16000000, 16, 416, 2, 15, 3.466667, -0.031534
166.40, 16000000, 20, 416, 2, 12, 3.466667, -0.031534
208.00, 16000000, 7, 182, 2, 15, 3.466667, -0.031534
208.00, 16000000, 14, 364, 2, 15, 3.466667, -0.031534
152.53, 16000000, 15, 286, 2, 11, 3.466667, -0.031534
180.27, 16000000, 15, 338, 2, 13, 3.466667, -0.031534
194.13, 16000000, 15, 364, 2, 14, 3.466667, -0.031534
208.00, 16000000, 15, 390, 2, 15, 3.466667, -0.031534
221.87, 16000000, 15, 416, 2, 16, 3.466667, -0.031534
180.31, 16000000, 13, 293, 2, 13, 3.467456, -0.031314
194.18, 16000000, 11, 267, 2, 14, 3.467532, -0.031292
152.57, 16000000, 14, 267, 2, 11, 3.467532, -0.031292
152.62, 16000000, 13, 248, 2, 11, 3.468531, -0.031013
180.36, 16000000, 11, 248, 2, 13, 3.468531, -0.031013
222.00, 16000000, 4, 111, 2, 16, 3.468750, -0.030952
222.00, 16000000, 8, 222, 2, 16, 3.468750, -0.030952
222.00, 16000000, 12, 333, 2, 16, 3.468750, -0.030952
166.50, 16000000, 16, 333, 2, 12, 3.468750, -0.030952
194.29, 16000000, 7, 170, 2, 14, 3.469388, -0.030774
194.29, 16000000, 14, 340, 2, 14, 3.469388, -0.030774
152.67, 16000000, 12, 229, 2, 11, 3.469697, -0.030688
166.55, 16000000, 11, 229, 2, 12, 3.469697, -0.030688
180.44, 16000000, 9, 203, 2, 13, 3.470085, -0.030579
180.44, 16000000, 18, 406, 2, 13, 3.470085, -0.030579
