PLL_OUTPUT MHz, HSE, PLLM, PLLN, PLLP, DMA_BEATS, actual color clock MHz, error
172.50, 16000000, 16, 345, 2, 12, 3.593750, 0.003968
186.91, 16000000, 11, 257, 2, 13, 3.594406, 0.004152, NO
158.15, 16000000, 13, 257, 2, 11, 3.594406, 0.004152
201.33, 16000000, 6, 151, 2, 14, 3.595238, 0.004384
201.33, 16000000, 12, 302, 2, 14, 3.595238, 0.004384
172.57, 16000000, 7, 151, 2, 12, 3.595238, 0.004384
172.57, 16000000, 14, 302, 2, 12, 3.595238, 0.004384
158.22, 16000000, 9, 178, 2, 11, 3.595960, 0.004586
158.22, 16000000, 18, 356, 2, 11, 3.595960, 0.004586
187.00, 16000000, 8, 187, 2, 13, 3.596154, 0.004640
230.15, 16000000, 13, 374, 2, 16, 3.596154, 0.004640
187.00, 16000000, 16, 374, 2, 13, 3.596154, 0.004640
172.63, 16000000, 19, 410, 2, 12, 3.596491, 0.004734
201.41, 16000000, 17, 428, 2, 14, 3.596639, 0.004775
230.22, 16000000, 9, 259, 2, 16, 3.597222, 0.004938
172.67, 16000000, 12, 259, 2, 12, 3.597222, 0.004938
201.45, 16000000, 11, 277, 2, 14, 3.597403, 0.004989
158.29, 16000000, 14, 277, 2, 11, 3.597403, 0.004989
187.08, 16000000, 13, 304, 2, 13, 3.597633, 0.005053
172.71, 16000000, 17, 367, 2, 12, 3.598039, 0.005167
158.32, 16000000, 19, 376, 2, 11, 3.598086, 0.005180
230.29, 16000000, 14, 403, 2, 16, 3.598214, 0.005216
201.50, 16000000, 16, 403, 2, 14, 3.598214, 0.005216
187.11, 16000000, 18, 421, 2, 13, 3.598291, 0.005237
216.00, 16000000, 2, 54, 2, 15, 3.600000, 0.005714
144.00, 16000000, 3, 54, 2, 10, 3.600000, 0.005714
216.00, 16000000, 3, 81, 2, 15, 3.600000, 0.005714
144.00, 16000000, 4, 72, 2, 10, 3.600000, 0.005714
216.00, 16000000, 4, 108, 2, 15, 3.600000, 0.005714
144.00, 16000000, 5, 90, 2, 10, 3.600000, 0.005714
158.40, 16000000, 5, 99, 2, 11, 3.600000, 0.005714
172.80, 16000000, 5, 108, 2, 12, 3.600000, 0.005714
187.20, 16000000, 5, 117, 2, 13, 3.600000, 0.005714
201.60, 16000000, 5, 126, 2, 14, 3.600000, 0.005714
216.00, 16000000, 5, 135, 2, 15, 3.600000, 0.005714
230.40, 16000000, 5, 144, 2, 16, 3.600000, 0.005714
144.00, 16000000, 6, 108, 2, 10, 3.600000, 0.005714
216.00, 16000000, 6, 162, 2, 15, 3.600000, 0.005714
144.00, 16000000, 7, 126, 2, 10, 3.600000, 0.005714
144.00, 16000000, 8, 144, 2, 10, 3.600000, 0.005714
216.00, 16000000, 8, 216, 2, 15, 3.600000, 0.005714
144.00, 16000000, 9, 162, 2, 10, 3.600000, 0.005714
216.00, 16000000, 9, 243, 2, 15, 3.600000, 0.005714
144.00, 16000000, 10, 180, 2, 10, 3.600000, 0.005714
158.40, 16000000, 10, 198, 2, 11, 3.600000, 0.005714
172.80, 16000000, 10, 216, 2, 12, 3.600000, 0.005714
187.20, 16000000, 10, 234, 2, 13, 3.600000, 0.005714
201.60, 16000000, 10, 252, 2, 14, 3.600000, 0.005714
216.00, 16000000, 10, 270, 2, 15, 3.600000, 0.005714
230.40, 16000000, 10, 288, 2, 16, 3.600000, 0.005714
144.00, 16000000, 11, 198, 2, 10, 3.600000, 0.005714
216.00, 16000000, 11, 297, 2, 15, 3.600000, 0.005714
144.00, 16000000, 12, 216, 2, 10, 3.600000, 0.005714
216.00, 16000000, 12, 324, 2, 15, 3.600000, 0.005714
144.00, 16000000, 13, 234, 2, 10, 3.600000, 0.005714
216.00, 16000000, 13, 351, 2, 15, 3.600000, 0.005714
144.00, 16000000, 14, 252, 2, 10, 3.600000, 0.005714
144.00, 16000000, 15, 270, 2, 10, 3.600000, 0.005714
158.40, 16000000, 15, 297, 2, 11, 3.600000, 0.005714
172.80, 16000000, 15, 324, 2, 12, 3.600000, 0.005714
187.20, 16000000, 15, 351, 2, 13, 3.600000, 0.005714
201.60, 16000000, 15, 378, 2, 14, 3.600000, 0.005714
144.00, 16000000, 16, 288, 2, 10, 3.600000, 0.005714
144.00, 16000000, 17, 306, 2, 10, 3.600000, 0.005714
144.00, 16000000, 18, 324, 2, 10, 3.600000, 0.005714
144.00, 16000000, 19, 342, 2, 10, 3.600000, 0.005714
144.00, 16000000, 20, 360, 2, 10, 3.600000, 0.005714
158.40, 16000000, 20, 396, 2, 11, 3.600000, 0.005714
144.00, 16000000, 21, 378, 2, 10, 3.600000, 0.005714
144.00, 16000000, 22, 396, 2, 10, 3.600000, 0.005714
144.00, 16000000, 23, 414, 2, 10, 3.600000, 0.005714
216.00, 16000000, 7, 189, 2, 15, 3.600000, 0.005714
216.00, 16000000, 14, 378, 2, 15, 3.600000, 0.005714
216.00, 16000000, 15, 405, 2, 15, 3.600000, 0.005714
158.48, 16000000, 21, 416, 2, 11, 3.601732, 0.006198
187.29, 16000000, 17, 398, 2, 13, 3.601810, 0.006220
172.89, 16000000, 18, 389, 2, 12, 3.601852, 0.006232
201.71, 16000000, 14, 353, 2, 14, 3.602041, 0.006285
158.50, 16000000, 16, 317, 2, 11, 3.602273, 0.006349
230.55, 16000000, 11, 317, 2, 16, 3.602273, 0.006349
187.33, 16000000, 12, 281, 2, 13, 3.602564, 0.006431
172.92, 16000000, 13, 281, 2, 12, 3.602564, 0.006431
201.78, 16000000, 9, 227, 2, 14, 3.603175, 0.006601, YES
158.55, 16000000, 11, 218, 2, 11, 3.603306, 0.006638
230.67, 16000000, 6, 173, 2, 16, 3.604167, 0.006878
173.00, 16000000, 8, 173, 2, 12, 3.604167, 0.006878
230.67, 16000000, 12, 346, 2, 16, 3.604167, 0.006878
173.00, 16000000, 16, 346, 2, 12, 3.604167, 0.006878
158.59, 16000000, 17, 337, 2, 11, 3.604278, 0.006910
187.43, 16000000, 7, 164, 2, 13, 3.604396, 0.006942
201.85, 16000000, 13, 328, 2, 14, 3.604396, 0.006942
187.43, 16000000, 14, 328, 2, 13, 3.604396, 0.006942
201.88, 16000000, 17, 429, 2, 14, 3.605042, 0.007123
173.05, 16000000, 19, 411, 2, 12, 3.605263, 0.007185
230.77, 16000000, 13, 375, 2, 16, 3.605769, 0.007326
187.50, 16000000, 16, 375, 2, 13, 3.605769, 0.007326
158.67, 16000000, 6, 119, 2, 11, 3.606061, 0.007408
173.09, 16000000, 11, 238, 2, 12, 3.606061, 0.007408
158.67, 16000000, 12, 238, 2, 11, 3.606061, 0.007408
158.67, 16000000, 18, 357, 2, 11, 3.606061, 0.007408
187.56, 16000000, 9, 211, 2, 13, 3.606838, 0.007625
187.56, 16000000, 18, 422, 2, 13, 3.606838, 0.007625
202.00, 16000000, 4, 101, 2, 14, 3.607143, 0.007710
230.86, 16000000, 7, 202, 2, 16, 3.607143, 0.007710
202.00, 16000000, 8, 202, 2, 14, 3.607143, 0.007710
202.00, 16000000, 12, 303, 2, 14, 3.607143, 0.007710
230.86, 16000000, 14, 404, 2, 16, 3.607143, 0.007710
202.00, 16000000, 16, 404, 2, 14, 3.607143, 0.007710
173.14, 16000000, 14, 303, 2, 12, 3.607143, 0.007710
158.74, 16000000, 19, 377, 2, 11, 3.607656, 0.007853
173.18, 16000000, 17, 368, 2, 12, 3.607843, 0.007906
158.77, 16000000, 13, 258, 2, 11, 3.608392, 0.008059
187.64, 16000000, 11, 258, 2, 13, 3.608392, 0.008059
144.35, 16000000, 23, 415, 2, 10, 3.608696, 0.008144
216.53, 16000000, 15, 406, 2, 15, 3.608889, 0.008198
158.80, 16000000, 20, 397, 2, 11, 3.609091, 0.008254
144.36, 16000000, 22, 397, 2, 10, 3.609091, 0.008254
231.00, 16000000, 8, 231, 2, 16, 3.609375, 0.008333
187.69, 16000000, 13, 305, 2, 13, 3.609467, 0.008359
202.13, 16000000, 15, 379, 2, 14, 3.609524, 0.008375
144.38, 16000000, 21, 379, 2, 10, 3.609524, 0.008375
216.57, 16000000, 14, 379, 2, 15, 3.609524, 0.008375
144.40, 16000000, 20, 361, 2, 10, 3.610000, 0.008508
216.62, 16000000, 13, 352, 2, 15, 3.610256, 0.008580
187.73, 16000000, 15, 352, 2, 13, 3.610256, 0.008580
202.18, 16000000, 11, 278, 2, 14, 3.610390, 0.008617
158.86, 16000000, 7, 139, 2, 11, 3.610390, 0.008617
158.86, 16000000, 14, 278, 2, 11, 3.610390, 0.008617
158.86, 16000000, 21, 417, 2, 11, 3.610390, 0.008617
144.42, 16000000, 19, 343, 2, 10, 3.610526, 0.008655
187.76, 16000000, 17, 399, 2, 13, 3.610860, 0.008748
173.33, 16000000, 3, 65, 2, 12, 3.611111, 0.008818
173.33, 16000000, 6, 130, 2, 12, 3.611111, 0.008818
173.33, 16000000, 12, 260, 2, 12, 3.611111, 0.008818
231.11, 16000000, 9, 260, 2, 16, 3.611111, 0.008818
216.67, 16000000, 12, 325, 2, 15, 3.611111, 0.008818
144.44, 16000000, 18, 325, 2, 10, 3.611111, 0.008818
173.33, 16000000, 9, 195, 2, 12, 3.611111, 0.008818
173.33, 16000000, 15, 325, 2, 12, 3.611111, 0.008818
173.33, 16000000, 18, 390, 2, 12, 3.611111, 0.008818
144.47, 16000000, 17, 307, 2, 10, 3.611765, 0.009001
216.73, 16000000, 11, 298, 2, 15, 3.612121, 0.009101
158.93, 16000000, 15, 298, 2, 11, 3.612121, 0.009101
202.29, 16000000, 7, 177, 2, 14, 3.612245, 0.009135
202.29, 16000000, 14, 354, 2, 14, 3.612245, 0.009135
231.20, 16000000, 10, 289, 2, 16, 3.612500, 0.009206
144.50, 16000000, 16, 289, 2, 10, 3.612500, 0.009206
216.80, 16000000, 10, 271, 2, 15, 3.613333, 0.009439
144.53, 16000000, 15, 271, 2, 10, 3.613333, 0.009439
202.35, 16000000, 17, 430, 2, 14, 3.613445, 0.009471
159.00, 16000000, 8, 159, 2, 11, 3.613636, 0.009524
231.27, 16000000, 11, 318, 2, 16, 3.613636, 0.009524
159.00, 16000000, 16, 318, 2, 11, 3.613636, 0.009524
173.47, 16000000, 19, 412, 2, 12, 3.614035, 0.009635
202.40, 16000000, 10, 253, 2, 14, 3.614286, 0.009705
144.57, 16000000, 14, 253, 2, 10, 3.614286, 0.009705
231.33, 16000000, 12, 347, 2, 16, 3.614583, 0.009788
173.50, 16000000, 16, 347, 2, 12, 3.614583, 0.009788
216.89, 16000000, 9, 244, 2, 15, 3.614815, 0.009853
159.06, 16000000, 17, 338, 2, 11, 3.614973, 0.009897
144.62, 16000000, 13, 235, 2, 10, 3.615385, 0.010012
188.00, 16000000, 4, 94, 2, 13, 3.615385, 0.010012
188.00, 16000000, 6, 141, 2, 13, 3.615385, 0.010012
188.00, 16000000, 8, 188, 2, 13, 3.615385, 0.010012
188.00, 16000000, 10, 235, 2, 13, 3.615385, 0.010012
188.00, 16000000, 12, 282, 2, 13, 3.615385, 0.010012
173.54, 16000000, 13, 282, 2, 12, 3.615385, 0.010012
202.46, 16000000, 13, 329, 2, 14, 3.615385, 0.010012
231.38, 16000000, 13, 376, 2, 16, 3.615385, 0.010012
188.00, 16000000, 16, 376, 2, 13, 3.615385, 0.010012
188.00, 16000000, 18, 423, 2, 13, 3.615385, 0.010012
188.00, 16000000, 14, 329, 2, 13, 3.615385, 0.010012
202.50, 16000000, 16, 405, 2, 14, 3.616071, 0.010204
231.43, 16000000, 14, 405, 2, 16, 3.616071, 0.010204
159.11, 16000000, 9, 179, 2, 11, 3.616162, 0.010229
159.11, 16000000, 18, 358, 2, 11, 3.616162, 0.010229
217.00, 16000000, 8, 217, 2, 15, 3.616667, 0.010370
173.60, 16000000, 10, 217, 2, 12, 3.616667, 0.010370
144.67, 16000000, 12, 217, 2, 10, 3.616667, 0.010370
159.16, 16000000, 19, 378, 2, 11, 3.617225, 0.010526
144.70, 16000000, 23, 416, 2, 10, 3.617391, 0.010573
173.65, 16000000, 17, 369, 2, 12, 3.617647, 0.010644
217.07, 16000000, 15, 407, 2, 15, 3.617778, 0.010681
144.73, 16000000, 11, 199, 2, 10, 3.618182, 0.010794
144.73, 16000000, 22, 398, 2, 10, 3.618182, 0.010794
159.20, 16000000, 10, 199, 2, 11, 3.618182, 0.010794
159.20, 16000000, 20, 398, 2, 11, 3.618182, 0.010794
144.76, 16000000, 21, 380, 2, 10, 3.619048, 0.011036
202.67, 16000000, 3, 76, 2, 14, 3.619048, 0.011036
202.67, 16000000, 6, 152, 2, 14, 3.619048, 0.011036
202.67, 16000000, 9, 228, 2, 14, 3.619048, 0.011036
202.67, 16000000, 12, 304, 2, 14, 3.619048, 0.011036
159.24, 16000000, 21, 418, 2, 11, 3.619048, 0.011036
173.71, 16000000, 7, 152, 2, 12, 3.619048, 0.011036
217.14, 16000000, 7, 190, 2, 15, 3.619048, 0.011036
173.71, 16000000, 14, 304, 2, 12, 3.619048, 0.011036
217.14, 16000000, 14, 380, 2, 15, 3.619048, 0.011036
202.67, 16000000, 15, 380, 2, 14, 3.619048, 0.011036
159.27, 16000000, 11, 219, 2, 11, 3.619835, 0.011256
188.24, 16000000, 17, 400, 2, 13, 3.619910, 0.011276
144.80, 16000000, 10, 181, 2, 10, 3.620000, 0.011302
144.80, 16000000, 20, 362, 2, 10, 3.620000, 0.011302
173.78, 16000000, 18, 391, 2, 12, 3.620370, 0.011405
217.23, 16000000, 13, 353, 2, 15, 3.620513, 0.011445
188.27, 16000000, 15, 353, 2, 13, 3.620513, 0.011445
144.84, 16000000, 19, 344, 2, 10, 3.621053, 0.011596
159.33, 16000000, 12, 239, 2, 11, 3.621212, 0.011640
173.82, 16000000, 11, 239, 2, 12, 3.621212, 0.011640
188.31, 16000000, 13, 306, 2, 13, 3.621302, 0.011665
202.82, 16000000, 17, 431, 2, 14, 3.621849, 0.011818
217.33, 16000000, 6, 163, 2, 15, 3.622222, 0.011923
217.33, 16000000, 12, 326, 2, 15, 3.622222, 0.011923
144.89, 16000000, 9, 163, 2, 10, 3.622222, 0.011923
173.87, 16000000, 15, 326, 2, 12, 3.622222, 0.011923
144.89, 16000000, 18, 326, 2, 10, 3.622222, 0.011923
188.36, 16000000, 11, 259, 2, 13, 3.622378, 0.011966
159.38, 16000000, 13, 259, 2, 11, 3.622378, 0.011966
202.86, 16000000, 14, 355, 2, 14, 3.622449, 0.011986
173.89, 16000000, 19, 413, 2, 12, 3.622807, 0.012086
202.91, 16000000, 11, 279, 2, 14, 3.623377, 0.012245
159.43, 16000000, 14, 279, 2, 11, 3.623377, 0.012245
144.94, 16000000, 17, 308, 2, 10, 3.623529, 0.012288
188.44, 16000000, 9, 212, 2, 13, 3.623932, 0.012400
188.44, 16000000, 18, 424, 2, 13, 3.623932, 0.012400
217.45, 16000000, 11, 299, 2, 15, 3.624242, 0.012487
159.47, 16000000, 15, 299, 2, 11, 3.624242, 0.012487
232.00, 16000000, 2, 58, 2, 16, 3.625000, 0.012699
232.00, 16000000, 3, 87, 2, 16, 3.625000, 0.012699
174.00, 16000000, 4, 87, 2, 12, 3.625000, 0.012699
232.00, 16000000, 4, 116, 2, 16, 3.625000, 0.012699
232.00, 16000000, 5, 145, 2, 16, 3.625000, 0.012699
232.00, 16000000, 6, 174, 2, 16, 3.625000, 0.012699
145.00, 16000000, 8, 145, 2, 10, 3.625000, 0.012699
174.00, 16000000, 8, 174, 2, 12, 3.625000, 0.012699
203.00, 16000000, 8, 203, 2, 14, 3.625000, 0.012699
232.00, 16000000, 8, 232, 2, 16, 3.625000, 0.012699
232.00, 16000000, 9, 261, 2, 16, 3.625000, 0.012699
232.00, 16000000, 10, 290, 2, 16, 3.625000, 0.012699
232.00, 16000000, 11, 319, 2, 16, 3.625000, 0.012699
174.00, 16000000, 12, 261, 2, 12, 3.625000, 0.012699
232.00, 16000000, 12, 348, 2, 16, 3.625000, 0.012699
232.00, 16000000, 13, 377, 2, 16, 3.625000, 0.012699
145.00, 16000000, 16, 290, 2, 10, 3.625000, 0.012699
159.50, 16000000, 16, 319, 2, 11, 3.625000, 0.012699
174.00, 16000000, 16, 348, 2, 12, 3.625000, 0.012699
188.50, 16000000, 16, 377, 2, 13, 3.625000, 0.012699
203.00, 16000000, 16, 406, 2, 14, 3.625000, 0.012699
232.00, 16000000, 7, 203, 2, 16, 3.625000, 0.012699
232.00, 16000000, 14, 406, 2, 16, 3.625000, 0.012699
159.53, 16000000, 17, 339, 2, 11, 3.625668, 0.012885
145.04, 16000000, 23, 417, 2, 10, 3.626087, 0.013002
159.56, 16000000, 18, 359, 2, 11, 3.626263, 0.013051
203.08, 16000000, 13, 330, 2, 14, 3.626374, 0.013082
188.57, 16000000, 7, 165, 2, 13, 3.626374, 0.013082
188.57, 16000000, 14, 330, 2, 13, 3.626374, 0.013082
217.60, 16000000, 5, 136, 2, 15, 3.626667, 0.013164
217.60, 16000000, 10, 272, 2, 15, 3.626667, 0.013164
145.07, 16000000, 15, 272, 2, 10, 3.626667, 0.013164
217.60, 16000000, 15, 408, 2, 15, 3.626667, 0.013164
159.58, 16000000, 19, 379, 2, 11, 3.626794, 0.013200
159.60, 16000000, 20, 399, 2, 11, 3.627273, 0.013333
145.09, 16000000, 22, 399, 2, 10, 3.627273, 0.013333
174.12, 16000000, 17, 370, 2, 12, 3.627451, 0.013383
159.62, 16000000, 21, 419, 2, 11, 3.627706, 0.013454
188.67, 16000000, 12, 283, 2, 13, 3.628205, 0.013594
174.15, 16000000, 13, 283, 2, 12, 3.628205, 0.013594
145.14, 16000000, 21, 381, 2, 10, 3.628571, 0.013696
203.20, 16000000, 5, 127, 2, 14, 3.628571, 0.013696
203.20, 16000000, 10, 254, 2, 14, 3.628571, 0.013696
217.71, 16000000, 14, 381, 2, 15, 3.628571, 0.013696
203.20, 16000000, 15, 381, 2, 14, 3.628571, 0.013696
145.14, 16000000, 7, 127, 2, 10, 3.628571, 0.013696
145.14, 16000000, 14, 254, 2, 10, 3.628571, 0.013696
188.71, 16000000, 17, 401, 2, 13, 3.628959, 0.013805
174.22, 16000000, 9, 196, 2, 12, 3.629630, 0.013992
217.78, 16000000, 9, 245, 2, 15, 3.629630, 0.013992
174.22, 16000000, 18, 392, 2, 12, 3.629630, 0.013992
145.20, 16000000, 20, 363, 2, 10, 3.630000, 0.014095
145.23, 16000000, 13, 236, 2, 10, 3.630769, 0.014310
188.80, 16000000, 5, 118, 2, 13, 3.630769, 0.014310
188.80, 16000000, 10, 236, 2, 13, 3.630769, 0.014310
217.85, 16000000, 13, 354, 2, 15, 3.630769, 0.014310
188.80, 16000000, 15, 354, 2, 13, 3.630769, 0.014310
203.33, 16000000, 12, 305, 2, 14, 3.630952, 0.014361
174.29, 16000000, 14, 305, 2, 12, 3.630952, 0.014361
145.26, 16000000, 19, 345, 2, 10, 3.631579, 0.014536
174.32, 16000000, 19, 414, 2, 12, 3.631579, 0.014536
188.89, 16000000, 18, 425, 2, 13, 3.632479, 0.014788
203.43, 16000000, 7, 178, 2, 14, 3.632653, 0.014837
203.43, 16000000, 14, 356, 2, 14, 3.632653, 0.014837
188.92, 16000000, 13, 307, 2, 13, 3.633136, 0.014971
145.33, 16000000, 6, 109, 2, 10, 3.633333, 0.015027
145.33, 16000000, 12, 218, 2, 10, 3.633333, 0.015027
218.00, 16000000, 4, 109, 2, 15, 3.633333, 0.015027
174.40, 16000000, 5, 109, 2, 12, 3.633333, 0.015027
218.00, 16000000, 8, 218, 2, 15, 3.633333, 0.015027
174.40, 16000000, 10, 218, 2, 12, 3.633333, 0.015027
218.00, 16000000, 12, 327, 2, 15, 3.633333, 0.015027
174.40, 16000000, 15, 327, 2, 12, 3.633333, 0.015027
145.33, 16000000, 18, 327, 2, 10, 3.633333, 0.015027
203.50, 16000000, 16, 407, 2, 14, 3.633929, 0.015193
232.57, 16000000, 14, 407, 2, 16, 3.633929, 0.015193
189.00, 16000000, 8, 189, 2, 13, 3.634615, 0.015385
232.62, 16000000, 13, 378, 2, 16, 3.634615, 0.015385
189.00, 16000000, 16, 378, 2, 13, 3.634615, 0.015385
145.39, 16000000, 23, 418, 2, 10, 3.634783, 0.015431
203.56, 16000000, 9, 229, 2, 14, 3.634921, 0.015470
145.41, 16000000, 17, 309, 2, 10, 3.635294, 0.015574
232.67, 16000000, 12, 349, 2, 16, 3.635417, 0.015609
174.50, 16000000, 16, 349, 2, 12, 3.635417, 0.015609
218.13, 16000000, 15, 409, 2, 15, 3.635556, 0.015647
160.00, 16000000, 3, 60, 2, 11, 3.636364, 0.015873
160.00, 16000000, 4, 80, 2, 11, 3.636364, 0.015873
160.00, 16000000, 5, 100, 2, 11, 3.636364, 0.015873
160.00, 16000000, 6, 120, 2, 11, 3.636364, 0.015873
160.00, 16000000, 7, 140, 2, 11, 3.636364, 0.015873
160.00, 16000000, 8, 160, 2, 11, 3.636364, 0.015873
160.00, 16000000, 9, 180, 2, 11, 3.636364, 0.015873
160.00, 16000000, 10, 200, 2, 11, 3.636364, 0.015873
160.00, 16000000, 11, 220, 2, 11, 3.636364, 0.015873
189.09, 16000000, 11, 260, 2, 13, 3.636364, 0.015873
218.18, 16000000, 11, 300, 2, 15, 3.636364, 0.015873
160.00, 16000000, 12, 240, 2, 11, 3.636364, 0.015873
160.00, 16000000, 13, 260, 2, 11, 3.636364, 0.015873
160.00, 16000000, 14, 280, 2, 11, 3.636364, 0.015873
160.00, 16000000, 15, 300, 2, 11, 3.636364, 0.015873
160.00, 16000000, 16, 320, 2, 11, 3.636364, 0.015873
160.00, 16000000, 17, 340, 2, 11, 3.636364, 0.015873
160.00, 16000000, 18, 360, 2, 11, 3.636364, 0.015873
160.00, 16000000, 19, 380, 2, 11, 3.636364, 0.015873
160.00, 16000000, 20, 400, 2, 11, 3.636364, 0.015873
160.00, 16000000, 21, 420, 2, 11, 3.636364, 0.015873
145.45, 16000000, 11, 200, 2, 10, 3.636364, 0.015873
174.55, 16000000, 11, 240, 2, 12, 3.636364, 0.015873
203.64, 16000000, 11, 280, 2, 14, 3.636364, 0.015873
232.73, 16000000, 11, 320, 2, 16, 3.636364, 0.015873
145.45, 16000000, 22, 400, 2, 10, 3.636364, 0.015873
174.59, 16000000, 17, 371, 2, 12, 3.637255, 0.016122
203.69, 16000000, 13, 331, 2, 14, 3.637363, 0.016152
189.14, 16000000, 14, 331, 2, 13, 3.637363, 0.016152
232.80, 16000000, 10, 291, 2, 16, 3.637500, 0.016191
145.50, 16000000, 16, 291, 2, 10, 3.637500, 0.016191
189.18, 16000000, 17, 402, 2, 13, 3.638009, 0.016333
145.52, 16000000, 21, 382, 2, 10, 3.638095, 0.016357
218.29, 16000000, 7, 191, 2, 15, 3.638095, 0.016357
218.29, 16000000, 14, 382, 2, 15, 3.638095, 0.016357
203.73, 16000000, 15, 382, 2, 14, 3.638095, 0.016357
174.67, 16000000, 6, 131, 2, 12, 3.638889, 0.016579
174.67, 16000000, 12, 262, 2, 12, 3.638889, 0.016579
174.67, 16000000, 18, 393, 2, 12, 3.638889, 0.016579
232.89, 16000000, 9, 262, 2, 16, 3.638889, 0.016579
145.60, 16000000, 5, 91, 2, 10, 3.640000, 0.016889
145.60, 16000000, 10, 182, 2, 10, 3.640000, 0.016889
218.40, 16000000, 10, 273, 2, 15, 3.640000, 0.016889
145.60, 16000000, 15, 273, 2, 10, 3.640000, 0.016889
145.60, 16000000, 20, 364, 2, 10, 3.640000, 0.016889
174.74, 16000000, 19, 415, 2, 12, 3.640351, 0.016987
233.00, 16000000, 8, 233, 2, 16, 3.640625, 0.017064
189.33, 16000000, 3, 71, 2, 13, 3.641026, 0.017176
189.33, 16000000, 6, 142, 2, 13, 3.641026, 0.017176
189.33, 16000000, 12, 284, 2, 13, 3.641026, 0.017176
174.77, 16000000, 13, 284, 2, 12, 3.641026, 0.017176
189.33, 16000000, 9, 213, 2, 13, 3.641026, 0.017176
218.46, 16000000, 13, 355, 2, 15, 3.641026, 0.017176
189.33, 16000000, 15, 355, 2, 13, 3.641026, 0.017176
189.33, 16000000, 18, 426, 2, 13, 3.641026, 0.017176
145.68, 16000000, 19, 346, 2, 10, 3.642105, 0.017477
204.00, 16000000, 2, 51, 2, 14, 3.642857, 0.017687
204.00, 16000000, 4, 102, 2, 14, 3.642857, 0.017687
204.00, 16000000, 6, 153, 2, 14, 3.642857, 0.017687
204.00, 16000000, 8, 204, 2, 14, 3.642857, 0.017687
204.00, 16000000, 10, 255, 2, 14, 3.642857, 0.017687
204.00, 16000000, 12, 306, 2, 14, 3.642857, 0.017687
204.00, 16000000, 16, 408, 2, 14, 3.642857, 0.017687
174.86, 16000000, 7, 153, 2, 12, 3.642857, 0.017687
233.14, 16000000, 7, 204, 2, 16, 3.642857, 0.017687
145.71, 16000000, 14, 255, 2, 10, 3.642857, 0.017687
174.86, 16000000, 14, 306, 2, 12, 3.642857, 0.017687
204.00, 16000000, 14, 357, 2, 14, 3.642857, 0.017687
233.14, 16000000, 14, 408, 2, 16, 3.642857, 0.017687
145.74, 16000000, 23, 419, 2, 10, 3.643478, 0.017861
233.23, 16000000, 13, 379, 2, 16, 3.644231, 0.018071
189.50, 16000000, 16, 379, 2, 13, 3.644231, 0.018071
145.78, 16000000, 9, 164, 2, 10, 3.644444, 0.018131
145.78, 16000000, 18, 328, 2, 10, 3.644444, 0.018131
218.67, 16000000, 3, 82, 2, 15, 3.644444, 0.018131
218.67, 16000000, 6, 164, 2, 15, 3.644444, 0.018131
218.67, 16000000, 9, 246, 2, 15, 3.644444, 0.018131
218.67, 16000000, 12, 328, 2, 15, 3.644444, 0.018131
174.93, 16000000, 15, 328, 2, 12, 3.644444, 0.018131
218.67, 16000000, 15, 410, 2, 15, 3.644444, 0.018131
189.54, 16000000, 13, 308, 2, 13, 3.644970, 0.018278
160.38, 16000000, 21, 421, 2, 11, 3.645022, 0.018292
160.40, 16000000, 20, 401, 2, 11, 3.645455, 0.018413
145.82, 16000000, 22, 401, 2, 10, 3.645455, 0.018413
233.33, 16000000, 6, 175, 2, 16, 3.645833, 0.018519
233.33, 16000000, 12, 350, 2, 16, 3.645833, 0.018519
175.00, 16000000, 8, 175, 2, 12, 3.645833, 0.018519
175.00, 16000000, 16, 350, 2, 12, 3.645833, 0.018519
160.42, 16000000, 19, 381, 2, 11, 3.645933, 0.018546
189.60, 16000000, 10, 237, 2, 13, 3.646154, 0.018608
145.85, 16000000, 13, 237, 2, 10, 3.646154, 0.018608
160.44, 16000000, 18, 361, 2, 11, 3.646465, 0.018695
175.06, 16000000, 17, 372, 2, 12, 3.647059, 0.018861
145.88, 16000000, 17, 310, 2, 10, 3.647059, 0.018861
160.47, 16000000, 17, 341, 2, 11, 3.647059, 0.018861
189.65, 16000000, 17, 403, 2, 13, 3.647059, 0.018861
218.86, 16000000, 14, 383, 2, 15, 3.647619, 0.019018
145.90, 16000000, 21, 383, 2, 10, 3.647619, 0.019018
204.27, 16000000, 15, 383, 2, 14, 3.647619, 0.019018
233.45, 16000000, 11, 321, 2, 16, 3.647727, 0.019048
160.50, 16000000, 16, 321, 2, 11, 3.647727, 0.019048
175.11, 16000000, 9, 197, 2, 12, 3.648148, 0.019165
175.11, 16000000, 18, 394, 2, 12, 3.648148, 0.019165
204.31, 16000000, 13, 332, 2, 14, 3.648352, 0.019222
189.71, 16000000, 7, 166, 2, 13, 3.648352, 0.019222
189.71, 16000000, 14, 332, 2, 13, 3.648352, 0.019222
218.91, 16000000, 11, 301, 2, 15, 3.648485, 0.019259
160.53, 16000000, 15, 301, 2, 11, 3.648485, 0.019259
175.16, 16000000, 19, 416, 2, 12, 3.649123, 0.019438
204.36, 16000000, 11, 281, 2, 14, 3.649351, 0.019501
160.57, 16000000, 14, 281, 2, 11, 3.649351, 0.019501
